episode,steps_done,timestep,total_reward,loss
298,14847,41,0.0,"tensor(0.5164, grad_fn=<SmoothL1LossBackward0>)"
299,14852,4,0.0,"tensor(0.5871, grad_fn=<SmoothL1LossBackward0>)"
300,14918,65,30.0,"tensor(0.2958, grad_fn=<SmoothL1LossBackward0>)"
301,14940,21,10.0,"tensor(0.5461, grad_fn=<SmoothL1LossBackward0>)"
302,14981,40,30.0,"tensor(0.2972, grad_fn=<SmoothL1LossBackward0>)"
303,15032,50,10.0,"tensor(0.5587, grad_fn=<SmoothL1LossBackward0>)"
304,15055,22,0.0,"tensor(0.0056, grad_fn=<SmoothL1LossBackward0>)"
305,15193,137,40.0,"tensor(0.2916, grad_fn=<SmoothL1LossBackward0>)"
306,15218,24,0.0,"tensor(0.0067, grad_fn=<SmoothL1LossBackward0>)"
307,15228,9,0.0,"tensor(0.0060, grad_fn=<SmoothL1LossBackward0>)"
308,15453,224,100.0,"tensor(0.8625, grad_fn=<SmoothL1LossBackward0>)"
309,15477,23,0.0,"tensor(0.2663, grad_fn=<SmoothL1LossBackward0>)"
310,15499,21,10.0,"tensor(0.2882, grad_fn=<SmoothL1LossBackward0>)"
311,15512,12,0.0,"tensor(0.2868, grad_fn=<SmoothL1LossBackward0>)"
312,15573,60,20.0,"tensor(0.0047, grad_fn=<SmoothL1LossBackward0>)"
313,15691,117,60.0,"tensor(0.0062, grad_fn=<SmoothL1LossBackward0>)"
314,15875,183,90.0,"tensor(0.2911, grad_fn=<SmoothL1LossBackward0>)"
315,15930,54,20.0,"tensor(0.8399, grad_fn=<SmoothL1LossBackward0>)"
