episode,steps_done,timestep,total_reward,loss
278,16580,4,0.0,"tensor(0.5929, grad_fn=<SmoothL1LossBackward0>)"
279,16690,109,40.0,"tensor(0.0007, grad_fn=<SmoothL1LossBackward0>)"
280,16702,11,0.0,"tensor(0.1486, grad_fn=<SmoothL1LossBackward0>)"
281,16781,78,60.0,"tensor(0.2965, grad_fn=<SmoothL1LossBackward0>)"
282,16945,163,40.0,"tensor(0.0006, grad_fn=<SmoothL1LossBackward0>)"
283,16997,51,30.0,"tensor(0.2265, grad_fn=<SmoothL1LossBackward0>)"
284,17010,12,10.0,"tensor(0.1484, grad_fn=<SmoothL1LossBackward0>)"
285,17069,58,30.0,"tensor(0.4442, grad_fn=<SmoothL1LossBackward0>)"
286,17234,164,50.0,"tensor(0.1483, grad_fn=<SmoothL1LossBackward0>)"
287,17247,12,20.0,"tensor(0.2965, grad_fn=<SmoothL1LossBackward0>)"
288,17309,61,30.0,"tensor(0.4443, grad_fn=<SmoothL1LossBackward0>)"
289,17405,95,50.0,"tensor(0.8967, grad_fn=<SmoothL1LossBackward0>)"
290,17417,11,10.0,"tensor(0.1483, grad_fn=<SmoothL1LossBackward0>)"
291,17436,18,20.0,"tensor(0.7402, grad_fn=<SmoothL1LossBackward0>)"
292,17461,24,20.0,"tensor(0.2966, grad_fn=<SmoothL1LossBackward0>)"
293,17481,19,10.0,"tensor(0.5922, grad_fn=<SmoothL1LossBackward0>)"
294,17488,6,0.0,"tensor(0.4441, grad_fn=<SmoothL1LossBackward0>)"
295,17579,90,30.0,"tensor(0.5226, grad_fn=<SmoothL1LossBackward0>)"
296,17623,43,30.0,"tensor(0.1484, grad_fn=<SmoothL1LossBackward0>)"
297,17628,4,0.0,"tensor(0.2962, grad_fn=<SmoothL1LossBackward0>)"
298,17711,82,60.0,"tensor(0.7400, grad_fn=<SmoothL1LossBackward0>)"
299,17718,6,0.0,"tensor(0.2966, grad_fn=<SmoothL1LossBackward0>)"
300,17766,47,10.0,"tensor(0.2962, grad_fn=<SmoothL1LossBackward0>)"
301,17782,15,0.0,"tensor(0.2955, grad_fn=<SmoothL1LossBackward0>)"
302,17808,25,20.0,"tensor(0.4447, grad_fn=<SmoothL1LossBackward0>)"
303,18052,243,50.0,"tensor(0.5904, grad_fn=<SmoothL1LossBackward0>)"
304,18096,43,20.0,"tensor(0.6008, grad_fn=<SmoothL1LossBackward0>)"
305,18100,3,0.0,"tensor(0.2968, grad_fn=<SmoothL1LossBackward0>)"
306,18143,42,20.0,"tensor(0.4518, grad_fn=<SmoothL1LossBackward0>)"
307,18310,166,70.0,"tensor(0.2277, grad_fn=<SmoothL1LossBackward0>)"
308,18381,70,60.0,"tensor(0.4434, grad_fn=<SmoothL1LossBackward0>)"
309,18406,24,10.0,"tensor(0.0013, grad_fn=<SmoothL1LossBackward0>)"
310,18540,133,30.0,"tensor(0.1491, grad_fn=<SmoothL1LossBackward0>)"
311,18574,33,10.0,"tensor(0.2968, grad_fn=<SmoothL1LossBackward0>)"
312,18687,112,30.0,"tensor(0.6011, grad_fn=<SmoothL1LossBackward0>)"
313,18765,77,20.0,"tensor(0.0012, grad_fn=<SmoothL1LossBackward0>)"
314,18874,108,40.0,"tensor(0.1487, grad_fn=<SmoothL1LossBackward0>)"
315,18893,18,10.0,"tensor(0.2964, grad_fn=<SmoothL1LossBackward0>)"
